"think ever",6,"think","ever"
"third quarter",6,"third","quarter"
"time last",6,"time","last"
"time make",6,"time","make"
"time now",6,"time","now"
"time tri",6,"time","tri"
"took long",6,"took","long"
"took place",6,"took","place"
"took time",6,"took","time"
"trayvon martin",6,"trayvon","martin"
"tri figur",6,"tri","figur"
"true love",6,"true","love"
"tuesday night",6,"tuesday","night"
"two differ",6,"two","differ"
"two game",6,"two","game"
"two season",6,"two","season"
"us attorney",6,"us","attorney"
"us want",6,"us","want"
"use one",6,"use","one"
"use word",6,"use","word"
"wait till",6,"wait","till"
"wanna go",6,"wanna","go"
"want come",6,"want","come"
"want give",6,"want","give"
"want take",6,"want","take"
"war ii",6,"war","ii"
"wasnt much",6,"wasnt","much"
"watch movi",6,"watch","movi"
"watch show",6,"watch","show"
"way back",6,"way","back"
"way can",6,"way","can"
"way end",6,"way","end"
"well im",6,"well","im"
"well see",6,"well","see"
"whip cream",6,"whip","cream"
"whole lot",6,"whole","lot"
"will definit",6,"will","definit"
"will first",6,"will","first"
"will held",6,"will","held"
"will lead",6,"will","lead"
"will love",6,"will","love"
"will now",6,"will","now"
"will post",6,"will","post"
"will tri",6,"will","tri"
"work day",6,"work","day"
"work done",6,"work","done"
"work even",6,"work","even"
"work now",6,"work","now"
"work togeth",6,"work","togeth"
"world cup",6,"world","cup"
"wrong way",6,"wrong","way"
"year earlier",6,"year","earlier"
"year million",6,"year","million"
"yearold girl",6,"yearold","girl"
"young man",6,"young","man"
"younger brother",6,"younger","brother"
"abl make",5,"abl","make"
"abl use",5,"abl","use"
"accord state",5,"accord","state"
"actual think",5,"actual","think"
"adam said",5,"adam","said"
"ago said",5,"ago","said"
"almost like",5,"almost","like"
"alreadi start",5,"alreadi","start"
"also ask",5,"also","ask"
"also good",5,"also","good"
"also like",5,"also","like"
"also love",5,"also","love"
"also report",5,"also","report"
"alway seem",5,"alway","seem"
"alway will",5,"alway","will"
"amount money",5,"amount","money"
"anyon ever",5,"anyon","ever"
"anyon inform",5,"anyon","inform"
"anyth want",5,"anyth","want"
"april th",5,"april","th"
"art museum",5,"art","museum"
"ask help",5,"ask","help"
"attitud toward",5,"attitud","toward"
"attorney offic",5,"attorney","offic"
"author said",5,"author","said"
"away one",5,"away","one"
"back school",5,"back","school"
"back time",5,"back","time"
"bad thing",5,"bad","thing"
"bay area",5,"bay","area"
"becom law",5,"becom","law"
"began work",5,"began","work"
"believ will",5,"believ","will"
"best can",5,"best","can"
"best show",5,"best","show"
"big blue",5,"big","blue"
"bit time",5,"bit","time"
"black currant",5,"black","currant"
"black hair",5,"black","hair"
"book read",5,"book","read"
"book seri",5,"book","seri"
"brenda brenda",5,"brenda","brenda"
"brother sister",5,"brother","sister"
"brought home",5,"brought","home"
"brown said",5,"brown","said"
"busi owner",5,"busi","owner"
"call polic",5,"call","polic"
"came home",5,"came","home"
"can eat",5,"can","eat"
"can expect",5,"can","expect"
"can feel",5,"can","feel"
"can happen",5,"can","happen"
"can made",5,"can","made"
"can play",5,"can","play"
"can put",5,"can","put"
"can realli",5,"can","realli"
"can stop",5,"can","stop"
"can sure",5,"can","sure"
"cant afford",5,"cant","afford"
"cant go",5,"cant","go"
"cant help",5,"cant","help"
"cant say",5,"cant","say"
"caus death",5,"caus","death"
"championship game",5,"championship","game"
"chang attitud",5,"chang","attitud"
"children book",5,"children","book"
"chris brown",5,"chris","brown"
"chris christi",5,"chris","christi"
"citi manag",5,"citi","manag"
"civil war",5,"civil","war"
"cleveland ohio",5,"cleveland","ohio"
"color palett",5,"color","palett"
"come soon",5,"come","soon"
"come year",5,"come","year"
"compani also",5,"compani","also"
"compani will",5,"compani","will"
"couldnt find",5,"couldnt","find"
"coupl hour",5,"coupl","hour"
"cup coffe",5,"cup","coffe"
"cut back",5,"cut","back"
"cute littl",5,"cute","littl"
"cuyahoga counti",5,"cuyahoga","counti"
"day life",5,"day","life"
"day mani",5,"day","mani"
"decid make",5,"decid","make"
"declin comment",5,"declin","comment"
"defens end",5,"defens","end"
"design team",5,"design","team"
"determin whether",5,"determin","whether"
"didnt say",5,"didnt","say"
"didnt see",5,"didnt","see"
"didnt take",5,"didnt","take"
"differ thing",5,"differ","thing"
"difficult time",5,"difficult","time"
"district attorney",5,"district","attorney"
"doesnt get",5,"doesnt","get"
"doesnt like",5,"doesnt","like"
"dont give",5,"dont","give"
"dont go",5,"dont","go"
"dont time",5,"dont","time"
"dont wanna",5,"dont","wanna"
"drink water",5,"drink","water"
"earli march",5,"earli","march"
"east coast",5,"east","coast"
"eat whole",5,"eat","whole"
"econom growth",5,"econom","growth"
"el paso",5,"el","paso"
"email address",5,"email","address"
"end first",5,"end","first"
"end season",5,"end","season"
"essex counti",5,"essex","counti"
"even come",5,"even","come"
"even less",5,"even","less"
"even now",5,"even","now"
"even wors",5,"even","wors"
"everi night",5,"everi","night"
"everi week",5,"everi","week"
"everyon can",5,"everyon","can"
"excit new",5,"excit","new"
"expect see",5,"expect","see"
"expert say",5,"expert","say"
"fair say",5,"fair","say"
"far away",5,"far","away"
"februari th",5,"februari","th"
"feder court",5,"feder","court"
"feel comfort",5,"feel","comfort"
"feel much",5,"feel","much"
"feet inch",5,"feet","inch"
"fell love",5,"fell","love"
"find anoth",5,"find","anoth"
"finish line",5,"finish","line"
"fire depart",5,"fire","depart"
"first let",5,"first","let"
"first team",5,"first","team"
"first year",5,"first","year"
"follow ill",5,"follow","ill"
"food drink",5,"food","drink"
"food processor",5,"food","processor"
"four game",5,"four","game"
"friday afternoon",5,"friday","afternoon"
"friend can",5,"friend","can"
"game go",5,"game","go"
"get ahead",5,"get","ahead"
"get enough",5,"get","enough"
"get follow",5,"get","follow"
"get littl",5,"get","littl"
"get much",5,"get","much"
"get point",5,"get","point"
"get real",5,"get","real"
"get sick",5,"get","sick"
"give someth",5,"give","someth"
"go anoth",5,"go","anoth"
"go around",5,"go","around"
"go help",5,"go","help"
"go long",5,"go","long"
"go one",5,"go","one"
"go play",5,"go","play"
"go road",5,"go","road"
"go say",5,"go","say"
"go sleep",5,"go","sleep"
"go win",5,"go","win"
"god love",5,"god","love"
"good even",5,"good","even"
"got home",5,"got","home"
"got two",5,"got","two"
"grand juri",5,"grand","juri"
"great place",5,"great","place"
"great thing",5,"great","thing"
"great time",5,"great","time"
"guess im",5,"guess","im"
"half way",5,"half","way"
"hall famer",5,"hall","famer"
"happi happi",5,"happi","happi"
"happi thanksgiv",5,"happi","thanksgiv"
"hes go",5,"hes","go"
"hes got",5,"hes","got"
"hes just",5,"hes","just"
"hey im",5,"hey","im"
"high jump",5,"high","jump"
"high level",5,"high","level"
"hit hard",5,"hit","hard"
"hong kong",5,"hong","kong"
"hope best",5,"hope","best"
"hope great",5,"hope","great"
"hotel room",5,"hotel","room"
"hyde park",5,"hyde","park"
"ill take",5,"ill","take"
"ill tell",5,"ill","tell"
"im alway",5,"im","alway"
"im good",5,"im","good"
"im one",5,"im","one"
"im thank",5,"im","thank"
"im think",5,"im","think"
"import thing",5,"import","thing"
"includ one",5,"includ","one"
"increas number",5,"increas","number"
"increas percent",5,"increas","percent"
"interest see",5,"interest","see"
"ive done",5,"ive","done"
"ive never",5,"ive","never"
"ive realli",5,"ive","realli"
"job creation",5,"job","creation"
"jpmorgan liquid",5,"jpmorgan","liquid"
"just bad",5,"just","bad"
"just call",5,"just","call"
"just feel",5,"just","feel"
"just fine",5,"just","fine"
"just good",5,"just","good"
"just let",5,"just","let"
"just made",5,"just","made"
"just put",5,"just","put"
"just read",5,"just","read"
"just right",5,"just","right"
"just take",5,"just","take"
"just told",5,"just","told"
"just week",5,"just","week"
"keep mind",5,"keep","mind"
"kick g",5,"kick","g"
"kid can",5,"kid","can"
"kid go",5,"kid","go"
"know dont",5,"know","dont"
"know everyth",5,"know","everyth"
"know good",5,"know","good"
"know know",5,"know","know"
"know make",5,"know","make"
"know noth",5,"know","noth"
"know now",5,"know","now"
"know that",5,"know","that"
"last coupl",5,"last","coupl"
"last three",5,"last","three"
"last thursday",5,"last","thursday"
"last word",5,"last","word"
"law firm",5,"law","firm"
"learn becom",5,"learn","becom"
"learn lot",5,"learn","lot"
"least six",5,"least","six"
"less like",5,"less","like"
"life good",5,"life","good"
"like big",5,"like","big"
"like get",5,"like","get"
"like kid",5,"like","kid"
"like like",5,"like","like"
"like littl",5,"like","littl"
"like realli",5,"like","realli"
"like thank",5,"like","thank"
"like think",5,"like","think"
"like us",5,"like","us"
"liquid asset",5,"liquid","asset"
"live one",5,"live","one"
"long jump",5,"long","jump"
"long run",5,"long","run"
"long term",5,"long","term"
"look just",5,"look","just"
"look way",5,"look","way"
"lot love",5,"lot","love"
"lot work",5,"lot","work"
"loui counti",5,"loui","counti"
"love song",5,"love","song"
"made differ",5,"made","differ"
"made feel",5,"made","feel"
"make adjust",5,"make","adjust"
"make best",5,"make","best"
"make better",5,"make","better"
"make clear",5,"make","clear"
"make effort",5,"make","effort"
"make good",5,"make","good"
"make happi",5,"make","happi"
"make laugh",5,"make","laugh"
"make littl",5,"make","littl"
"make mean",5,"make","mean"
"make mistak",5,"make","mistak"
"make work",5,"make","work"
"man one",5,"man","one"
"manag get",5,"manag","get"
"mental health",5,"mental","health"
"million euro",5,"million","euro"
"million first",5,"million","first"
"million peopl",5,"million","peopl"
"million year",5,"million","year"
"minut later",5,"minut","later"
"money come",5,"money","come"
"move ball",5,"move","ball"
"mr obama",5,"mr","obama"
"mrs grose",5,"mrs","grose"
"much appreci",5,"much","appreci"
"much can",5,"much","can"
"much just",5,"much","just"
"much success",5,"much","success"
"must make",5,"must","make"
"nativ american",5,"nativ","american"
"natur gas",5,"natur","gas"
"near million",5,"near","million"
"need come",5,"need","come"
"need sleep",5,"need","sleep"
"need start",5,"need","start"
"need take",5,"need","take"
"never forget",5,"never","forget"
"never happen",5,"never","happen"
"never say",5,"never","say"
"new album",5,"new","album"
"new car",5,"new","car"
"new hampshir",5,"new","hampshir"
"new life",5,"new","life"
"new one",5,"new","one"
"new zealand",5,"new","zealand"
"news world",5,"news","world"
"next one",5,"next","one"
"next season",5,"next","season"
"next two",5,"next","two"
"noth like",5,"noth","like"
"now can",5,"now","can"
"now let",5,"now","let"
"now like",5,"now","like"
"now start",5,"now","start"
"now that",5,"now","that"
"now work",5,"now","work"
"now year",5,"now","year"
"number one",5,"number","one"
"oil price",5,"oil","price"
"omg love",5,"omg","love"
"one end",5,"one","end"
"one four",5,"one","four"
"one might",5,"one","might"
"one night",5,"one","night"
"one room",5,"one","room"
"one said",5,"one","said"
"one team",5,"one","team"
"one way",5,"one","way"
"one wonder",5,"one","wonder"
"oper offic",5,"oper","offic"
"oper system",5,"oper","system"
"parkway north",5,"parkway","north"
"part new",5,"part","new"
"past month",5,"past","month"
"pay attent",5,"pay","attent"
"pay tax",5,"pay","tax"
"peopl come",5,"peopl","come"
"peopl still",5,"peopl","still"
"peopl work",5,"peopl","work"
"per year",5,"per","year"
"perform art",5,"perform","art"
"period time",5,"period","time"
"person said",5,"person","said"
"place can",5,"place","can"
"plan go",5,"plan","go"
"pleas come",5,"pleas","come"
"pleas know",5,"pleas","know"
"pm april",5,"pm","april"
"pm may",5,"pm","may"
"polic chief",5,"polic","chief"
"portland polic",5,"portland","polic"
"project use",5,"project","use"
"prosecutor said",5,"prosecutor","said"
"put away",5,"put","away"
"put foot",5,"put","foot"
"put thing",5,"put","thing"
"question answer",5,"question","answer"
"question call",5,"question","call"
"quit lot",5,"quit","lot"
"radio station",5,"radio","station"
"rais question",5,"rais","question"
"read blog",5,"read","blog"
"readi go",5,"readi","go"
"real deal",5,"real","deal"
"realli know",5,"realli","know"
"red sox",5,"red","sox"
"report said",5,"report","said"
"rest day",5,"rest","day"
"right around",5,"right","around"
"right side",5,"right","side"
"romney campaign",5,"romney","campaign"
"run along",5,"run","along"
"run back",5,"run","back"
"run run",5,"run","run"
"said ad",5,"said","ad"
"said compani",5,"said","compani"
"said interview",5,"said","interview"
"said never",5,"said","never"
"said peopl",5,"said","peopl"
"said someth",5,"said","someth"
"said state",5,"said","state"
"said thank",5,"said","thank"
"said today",5,"said","today"
"said wednesday",5,"said","wednesday"
"salt pepper",5,"salt","pepper"
"save money",5,"save","money"
"say can",5,"say","can"
"say never",5,"say","never"
"say thank",5,"say","thank"
"say thing",5,"say","thing"
"scale back",5,"scale","back"
"score point",5,"score","point"
"second period",5,"second","period"
"second third",5,"second","third"
"see anoth",5,"see","anoth"
"see happen",5,"see","happen"
"see peopl",5,"see","peopl"
"see u",5,"see","u"
"see us",5,"see","us"
"seem littl",5,"seem","littl"
"send email",5,"send","email"
"send us",5,"send","us"
"servic includ",5,"servic","includ"
"sever new",5,"sever","new"
"show will",5,"show","will"
"sinc ive",5,"sinc","ive"
"singl one",5,"singl","one"
"small town",5,"small","town"
"social work",5,"social","work"
"someon say",5,"someon","say"
